ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1,2059.96885156,-5.56717440844,2108.71178125,2058.80685938,-1.1966126353,-4.94277673802,7.16727259715,-28.0815650389,-4.09660536887,2055.86421875,2051.47207031,-4.11455624775,4.66978537333,0.822819457452,-2.26724398126,-1.06938653342,-8.67287459358,8.08962946483,-1.98193610001,0.458504510418,2051.46116406,2101.37699219,-5.35171394009,-0.871126679259,-0.636212593016,-16.1343095428,1.35416277135,0.484181072032,0.486711335514,4.49651290676,-11.3662604679,2.14245620719,-6.84427056131,9.83380612952,-0.460548023556,2065.5140625,-6.82188422759,-22.8917467592,8.93291860069,4.40970018845,9.53296851867,4.41861530797,-1.34738535434,18.4856178924,-9.44902283229,10.2431747633,-15.9246910521,2.30560018501,-8.12778953448,7.95357657468,-9.71325516384,-10.7556962957,-10.5814561354,-3.75080574206,-2.30505783254,1.16185534216,-4.56860344548,-1.65381227576,0.730609854023,3.47291960364,19.4626599093,5.49920826498,-0.2051590764,-1.68259849792
2,2054.35582031,-3.17252215688,2082.1286875,2119.30204688,-2.79880888647,-1.81498352754,3.03867330621,-15.1672792474,2.21565700662,2123.10146875,2123.81572656,1.63090789805,-36.3376659858,1.98063394819,-1.97951781257,1.27853540332,-3.87310005414,-4.92268690665,-29.9412924588,-0.0352626348671,2126.30816406,2086.64236719,3.40934654451,-32.2914067789,2.27681123338,-0.898544893649,1.89865422271,-0.264849601486,-0.642357310477,-0.817672129254,8.30353496257,-16.7859526359,4.91491266342,-40.1139441243,0.331741897062,2057.60515625,-3.75366187657,-18.6300406803,-5.57481459164,-14.8064348233,-6.91625552021,-3.77343324632,0.222244999755,-13.8049700824,5.17627280034,-7.35568661507,-1.51968848248,-2.41097960484,-4.68284175141,4.6475646849,-2.52980156794,6.86163961761,6.25905587738,1.79299451541,0.177277236864,-2.66290089684,3.79010152219,-0.318109663186,-0.556758439098,-0.837325184616,-12.9205317552,-2.18554602643,-0.65657134757,0.648653013055
ukbench00467.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3485.23575781,138.4122502,2331.01040625,2637.61751562,65.8933019243,104.588007041,-195.347057192,731.82688948,-19.2904712774,2698.95474219,2659.58967969,89.5121619437,365.624220146,-78.8266529448,98.5773972876,33.1564581337,76.7468841077,67.29167886,315.356119111,46.6202640043,2595.62617187,2391.047375,32.3857398384,393.500646185,-21.7127661352,275.422311816,-4.46081730824,-75.6446068826,42.2968347555,-41.5275976186,-54.146265864,268.936557166,11.5195368914,390.492586385,-2.4187152018,3430.78458594,155.161801147,646.26938815,8.94969139974,215.911260461,-104.917302794,74.8580368435,17.3923710559,-35.6200258268,128.05913147,-84.8841121256,293.454893707,46.3351514449,134.430923272,-211.63953458,122.682783468,-56.8067616951,88.8124598176,-58.6896117214,-41.7423454916,36.3649577285,-63.7926277348,89.5009856928,31.0568301949,1.70592811001,-39.1854780688,-3.6534107769,-59.7768736187,33.5084829589
1,2047.96728125,-0.274327646278,2034.06707031,1944.33636719,4.849644872,0.55193315464,-0.0043306550194,6.58581363945,0.0150220925774,1923.80332031,1921.73910937,-12.6861481325,64.5704972802,-10.4237060546,-0.815338312882,0.71944484376,4.77495398656,-7.23212236999,65.2063350483,-6.81972019028,1953.70264844,2023.20765625,3.81284434319,68.5393729336,9.96185824945,-4.74410645323,5.51015620331,0.216813358241,-0.651210232535,-6.51827519944,10.4463327001,8.11342607141,4.14926079273,57.1105980616,7.16846414414,2047.67083594,0.100162220771,15.3691619959,-9.76892904509,9.97685683789,6.36133710527,-11.6779411213,4.35314141516,0.998947776727,-10.1428929579,7.59772379157,-1.83258323315,-14.4483566776,0.35041019024,-0.542548367556,2.0961849072,9.39351318485,-18.9357077525,3.20485092525,-5.03547408569,-11.2855808766,7.06135582965,0.217330374052,0.406915651715,-8.5849258407,-4.28401707932,5.43115770577,-0.817465628999,0.649979067591
2,2055.4773125,-3.96616349047,2089.28619531,2133.76630469,-4.04203845448,-2.57694095552,5.31847719351,-21.6264759473,-0.558567898712,2145.40763281,2149.06420312,5.45060125206,-45.6840084451,7.96447055127,-2.80268401849,-0.678907816803,-3.71178579542,3.56516067395,-46.2367218748,3.02110756937,2133.07336719,2096.86371875,-2.19041555676,-50.8544899713,-5.66227029376,-3.33789203632,-3.938790127,1.63039101651,-0.794587980701,5.12640363313,-4.21761108726,-10.1252443008,-2.81828745596,-43.2545313665,-4.48621774752,2056.35574219,-4.18903173961,-23.8218617921,5.06216063381,-10.4282782264,-1.3248515644,4.39949570099,-2.40693064092,-0.375766541913,3.06512744302,-2.25422151247,-6.74664390609,7.50541837919,-3.31119345603,5.8672492136,-6.21143588827,-4.61273872403,9.99580014397,0.503276122948,3.24281034668,5.7381378305,-2.52450779322,-2.38356304676,-1.31838763254,5.14477354387,2.57314109181,-2.24495808401,1.48087508964,-0.191920516404
ukbench00468.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3276.01941406,229.282894549,2080.17582031,1890.662625,108.015622035,136.852676378,-174.985232204,411.752467352,-25.1552126079,1745.62267187,1700.87958594,27.500483212,317.092657369,-24.4997138902,75.6683308198,-71.7398855454,213.632686198,48.6177861434,312.478586521,92.1900289977,1928.02667187,2205.4028125,43.2966182356,307.991057596,86.1276285844,214.309171941,-77.3304667769,73.113844782,-27.9592254116,97.5457726166,25.5372161527,236.432421804,52.9834620746,227.060477668,72.129122667,3282.13949219,176.042491972,321.659459073,32.7195940583,224.601370782,61.7671792151,140.792382202,-31.6020274611,19.9078248055,101.028470226,24.3985844188,181.677586106,-25.7705185855,159.280013058,-117.565458458,185.860520464,33.396415341,125.179466439,3.73655459718,-27.3513469877,96.3345904462,-49.6881054921,67.1530416015,-76.0967881846,78.4553168733,-0.17008555686,-22.6773940439,47.3452151388,-33.0982729043
1,2000.18307812,24.534257345,1837.79253125,1801.43882031,18.6536922351,10.4204503369,-16.9174094668,54.2638426404,13.1983940109,1805.841875,1827.70248438,20.9725967036,41.162926344,-5.17738717078,9.60389115645,-9.2841918426,26.7154885621,1.26653717835,33.9457055963,2.40594084991,1790.77769531,1803.18477344,9.58816656168,35.1103808767,1.60052010917,34.0367119707,-14.2968576993,8.78486349259,-3.6397709089,10.9609107016,0.725784428233,25.4732013845,1.58258740796,37.2559003532,10.7052120005,1965.91539062,30.0031696935,53.546260106,5.41558842714,30.9001464932,5.58431639801,14.8159565401,-6.68609846368,-1.10385778835,17.5785378371,5.98722542232,26.9328189362,0.223695606193,28.4074124559,-19.5998024578,31.5290019654,3.76626078333,14.8522611933,4.99895153181,9.47164074178,17.3335100892,-7.04247191045,9.61160303978,-13.0229114793,11.94715866,2.6369082486,-4.549899929,8.56983941045,-6.01553461397
2,2142.94929688,-48.1749615004,2476.539375,2559.66185156,-41.6349461394,-21.3966034801,34.017944919,-112.513724568,-28.8261134957,2556.45515625,2508.89842188,-42.0894206248,-84.6672719375,10.0491618829,-19.7605077964,18.4785904091,-53.0700875008,-3.03472616425,-69.7097352432,-2.77427613661,2588.79288281,2561.86858594,-15.3480678079,-79.9794760992,-6.01321491068,-71.2852741939,28.3674391479,-16.7784497223,7.09984089256,-20.469099477,-3.76286608605,-52.8680648837,-5.51039644575,-80.4599843105,-16.8673162241,2217.43032812,-62.3349817476,-112.660231399,-10.7582603047,-63.7305398194,-8.16120655465,-31.1124891396,13.6572116135,3.54282968105,-36.6357827223,-10.7878460844,-55.4536505476,-2.27122832405,-58.2342793293,41.4864928085,-65.5939705859,-7.62604739932,-31.3815942443,-8.0107735566,-15.8236351003,-33.6368595638,16.4759241367,-21.5229272543,27.1443520078,-24.3330063627,-5.21518466715,8.60778754889,-17.3111687804,12.7729580079
ukbench00469.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3753.13221875,2094.14840625,6.48210539362,0.0,0.0,-5.41801630603,526.014822669,957.412140625,1099.14561719,77.1159167439,139.628963844,3.94942085442,0.0,0.0,-2.4291217157,5.37344419549,195.501012438,13.9446404462,1846.84482812,3717.57517969,477.416337353,182.318651882,77.6084954664,95.7122503286,1.1781787236,0.0,0.0,-0.385046563521,-30.6942013127,160.156846463,95.9723943627,190.747868753,39.0867250151,3760.0028125,0.0,-30.4467132827,-6.62055659461,151.516460112,52.5454955848,53.3500331015,0.0510154176795,-7.44932562235,84.4855634298,48.2937507858,129.443033655,19.8215871504,0.0,0.0,-10.5678931458,-18.5884234128,73.7916901228,19.4261468004,22.3211937419,55.0530996234,4.4799215627,0.0,0.0,-1.4564259418,-12.6231432056,0.34469993524,0.0,0.0
1,2048.0,0.0,2048.0,2047.8473125,2.78755942532e-14,0.0,0.0,0.0,0.964973516546,2048.63849219,2050.1098125,1.31188598959,0.232791839359,2.36317877211e-14,0.0,0.0,0.0,0.568875734162,0.356312610207,0.820697885741,2047.8255,2047.70355469,-0.256602179004,2.15516446914,0.321597407504,0.838473962879,1.57902557311e-14,0.0,0.0,0.0,0.727367355832,-0.605719822162,-0.198996508492,-1.12757157463,0.290749198945,2048.0,0.0,-0.273879756728,0.21965494877,-1.22686341099,-0.532158524683,-0.53350981112,5.54480044503e-15,-0.118170820941,-0.803215926663,-2.07489194193,-0.403813214775,0.246485269053,0.0,0.0,-0.20961849072,0.0461848459538,-1.32978262631,-0.372362163224,-0.296266780235,0.483750003496,0.164696191343,0.0,0.0,-0.113444709696,0.445953948224,0.0578336114758,0.0,0.0
2,2048.0,0.0,2048.0,2082.894125,0.0,0.0,0.0,0.0,-10.7300680313,2102.69077344,2100.7910625,-1.84187854803,-2.02121843067,0.0,0.0,0.0,0.0,-0.358472549454,-4.66009091088,-1.23366515311,2087.879,2048.87842969,-10.0030779031,-4.50331038557,-1.43290622607,-2.48457435531,0.0,0.0,0.0,0.0,0.82364175728,-3.42382760732,-1.04896835575,-4.41877942359,-0.861550907369,2048.0,0.0,0.811563209032,-0.00240363645828,-3.32281629877,-0.835952062569,-1.63340011171,0.0,0.558243204591,-1.77565144013,-2.0896430427,-2.28255173821,-0.730387591701,0.0,0.0,0.621143588827,-0.570155932636,-0.605283960926,-0.26338218534,0.0772656592644,-1.98493978344,-0.488029386176,0.0,0.0,0.336160487904,0.81952697333,-0.171373130603,0.0,0.0
ukbench00470.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3431.24146875,1180.90903906,-196.525075737,0.0,0.0,-138.242467155,161.787113074,1242.911,1328.86728125,442.143053702,201.781657917,55.6209784758,0.0,0.0,145.020993792,133.101268329,486.273638254,418.634370314,1186.71298438,3385.96597656,208.407279846,502.877566984,220.316702215,312.980183537,193.718087101,0.0,0.0,172.163298973,70.6951704323,237.413852871,210.932452626,203.096934041,-248.003346159,3758.28516406,-1.4281724804,-150.24246557,171.863587669,229.624872802,19.7076213113,116.621854391,93.6282429295,32.7845319924,47.6659794036,-4.73317807577,298.141895763,58.7242143057,-0.657315599659,0.335096586782,164.889992761,80.0760346975,32.6574124587,-23.6469489815,-37.1213764497,104.788312466,211.002289362,1.21456085785,1.68464430441,178.691699544,29.1007617637,96.2835755476,1.58690023546,0.954274342668
1,2048.0,0.0,2047.40710937,2043.56422656,0.967804645295,0.0,0.0,-0.226889419392,1.62270569595,2049.41678906,2052.34852344,0.827983666942,2.03164369829,-0.227079038254,0.0,0.0,0.41923698144,-1.10977196375,-0.961922194912,1.68466637095,2054.09447656,2049.74595312,2.1685686936,-2.17192662302,0.435136926631,0.217330374052,-1.14160341685,0.0,0.0,0.547759513455,-0.0415792627757,-1.03266868693,-2.02247954334,-0.873843940208,1.29113784013,2048.0,0.0,0.222715778208,-2.13601906246,-1.44419378504,0.0386431837418,-1.06007651077,-0.646666389665,-0.270609891424,-0.719311313143,0.947080845305,-1.03266868693,-0.797880746679,0.0,0.0,-1.23457529432,0.37627913688,0.681099326712,-0.0490289683916,0.492361696165,0.588847430824,-1.02806389772,0.0,0.0,-0.537683452304,0.169028501332,-0.162764067018,0.0,0.0
2,2048.0,0.0,2049.75685938,2058.68400781,1.22322171682,0.0,0.0,0.672320975808,-0.916187543249,2058.56247656,2057.25549219,-2.45348940644,-1.86443790536,-0.287008346549,0.0,0.0,-1.24228717765,-0.9710772349,-1.6953316364,-1.77853560813,2059.46222656,2050.20673437,-1.16692474972,-2.26558335814,-1.2894020528,-2.38356304676,-1.44288839517,0.0,0.0,-1.62312641806,0.23581922469,-0.419120971733,-0.199436965667,-0.624918647994,1.63188702713,2048.0,0.0,0.281493561648,-0.342941138942,-0.939253252013,-0.114507864982,-0.463032632502,-0.817330620621,-0.932229985613,0.248576085736,0.199006873247,-0.419120971733,-1.00845254414,0.0,0.0,-1.56039684084,-0.522437324339,-0.296872745474,0.14528312497,0.219209498778,-0.413471196429,-1.2993842219,0.0,0.0,-0.679585574251,-0.189455811532,-0.205719762209,0.0,0.0
ukbench00471.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,3226.44967969,0.0,0.0,0.0,0.0,139.962439764,1081.5104375,1136.96986719,142.300032684,164.226460386,0.0,0.0,0.0,0.0,-73.3201787857,318.385813193,117.81910291,3112.39439062,3760.0028125,172.23866135,320.443444425,62.5307651819,103.51459361,0.0,0.0,0.0,0.0,-55.4517427263,233.109450826,58.6211714868,183.260864651,0.0,3760.0028125,0.0,0.0,-89.9690057514,231.756429621,17.8262096971,1.6506263716,0.0,-57.1493942297,111.004968059,22.936521667,130.446263498,0.0,0.0,0.0,0.0,-67.4183653986,113.160543136,0.991537445869,6.17149629737,10.0703722055,0.0,0.0,0.0,0.0,-61.5517620931,0.0,0.0,0.0
1,2048.0,0.0,2048.0,2045.65025,0.0,0.0,0.0,0.0,0.464888008344,2039.46852344,2039.18298437,2.55875989983,0.387324466424,0.0,0.0,0.0,0.0,0.234732386479,5.26782047327,1.57115598486,2045.05735938,2048.0,0.539186058392,4.61669231127,-0.780602219704,1.24228717765,0.0,0.0,0.0,0.0,-0.728605157443,1.45190566837,-2.0482242794,1.30815874397,0.0,2048.0,0.0,0.0,-0.828966911481,0.830762079546,-2.01566781269,-0.160435047032,0.0,-1.26268090777,0.280391799664,-2.61055977874,0.419236981439,0.0,0.0,0.0,0.0,-0.254695580569,0.331555778184,-0.757656033061,-0.740377506086,-0.0880782547039,0.0,0.0,0.0,0.0,1.54767456918,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2050.0425625,0.0,0.0,0.0,0.0,-0.698815174202,2058.51983594,2056.90582812,-0.0788282052243,-1.14772369694,0.0,0.0,0.0,0.0,1.23734254109,-0.0896364521668,0.434800025752,2051.79942188,2048.0,-0.710897635315,-0.433061538514,-1.5395980479,-0.202022617094,0.0,0.0,0.0,0.0,-0.733785055192,-0.82316620592,0.171117184454,-0.662047282165,0.0,2048.0,0.0,0.0,1.41032292746,-0.722154897374,-0.785755990923,0.475402721128,0.0,0.329304124823,0.272114199929,-0.389735659485,-1.24228717765,0.0,0.0,0.0,0.0,-0.810852946344,-0.820942570751,0.190300569229,-0.34084493454,-1.07041298841,0.0,0.0,0.0,0.0,-0.127720127403,0.0,0.0,0.0
ukbench00472.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3428.49666406,236.781613294,2298.28399219,1381.05972656,608.369516326,-23.2316010428,-161.824148913,486.925452814,152.600525786,1308.91849219,1341.5538125,107.897913956,657.606648662,-465.865565234,219.835515271,-163.531744905,163.96571581,19.6759620191,579.218585942,101.3371838,1490.98922656,2329.20166406,168.994106121,575.227978362,69.1301365101,421.452617674,-154.82500167,74.0397729942,-17.3837025763,144.056879001,-38.2294631688,453.031199978,67.8982590656,647.766264232,551.702403677,3411.32017969,234.868684229,508.597518038,-1.75765284352,432.383665395,40.3483207586,194.304483175,-68.5894787369,-20.2059759193,239.920193876,40.3808882017,377.728426792,-405.387107839,6.16875986843,-185.03373851,142.103620369,-60.9609513555,227.112214465,16.5088074533,19.4318072695,164.200092683,-180.81375465,210.119028408,-130.982291152,145.597065255,-34.5825426422,-73.1049936259,43.4569079756,-1.54112517299
1,2048.0,-3.920765995e-15,2048.0,2048.0,2.78755942532e-14,1.08765173185e-14,-1.11653969041e-14,5.25164712435e-14,-2.78755942532e-14,2048.0,2048.0,3.920765995e-15,0.0,2.36317877211e-14,0.0,1.67101973491e-14,0.0,-2.36317877211e-14,1.08765173185e-14,0.0,2048.0,2048.0,-2.78755942532e-14,-5.25164712435e-14,1.11653969041e-14,0.0,1.57902557311e-14,-2.62582356217e-14,1.97110217261e-14,2.1753034637e-14,-1.57902557311e-14,-8.03887338846e-14,0.0,0.0,-3.15805114621e-14,2048.0,1.62403445002e-15,2.1753034637e-14,-2.36317877211e-14,0.0,-1.67101973491e-14,0.0,5.54480044503e-15,-5.54480044503e-15,-2.62582356217e-14,0.0,0.0,5.57511885065e-14,1.08765173185e-14,-2.69556526352e-14,0.0,-1.57902557311e-14,-2.1753034637e-14,-1.97110217261e-14,0.0,0.0,-1.10896008901e-14,0.0,4.03419850702e-14,-5.25164712435e-14,-5.54480044503e-15,-4.72635754421e-14,-2.62582356217e-14,-8.16457252717e-15
2,2048.0,-7.84153199001e-15,2048.0,2048.0,4.46615876164e-14,2.1753034637e-14,-2.23307938082e-14,0.0,-2.00340622632e-14,2048.0,2048.0,3.920765995e-15,-4.3506069274e-14,7.88440869043e-14,0.0,3.34203946983e-14,-8.03887338846e-14,-1.30099391286e-15,-1.08765173185e-14,-3.920765995e-15,2048.0,2048.0,-3.38772430071e-14,-1.08765173185e-14,1.11653969041e-14,0.0,-1.568306398e-14,-5.25164712435e-14,3.94220434521e-14,0.0,-4.92106504293e-14,0.0,-1.11653969041e-14,-5.25164712435e-14,0.0,2048.0,7.84153199001e-15,2.1753034637e-14,1.76301389672e-14,0.0,-1.67101973491e-14,1.05032942487e-13,6.68407893965e-14,-4.49668438972e-14,2.62582356217e-14,1.67101973491e-14,0.0,0.0,-2.1753034637e-14,2.23307938082e-14,0.0,4.59625815293e-14,2.62582356217e-14,-1.97110217261e-14,1.97110217261e-14,-2.1753034637e-14,0.0,0.0,-3.34203946983e-14,-5.25164712435e-14,-3.57171262432e-14,0.0,5.25164712435e-14,-3.94220434521e-14
ukbench00473.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3498.96325,179.675994823,2669.45609375,1994.07347656,391.384431722,-1.27203998348,-141.384110723,435.057490421,67.5784570291,1977.05847656,2021.95267969,50.5643668228,569.879028081,-348.999320435,169.031611091,-106.648327604,140.159071196,7.97648263438,516.958015914,35.2255499236,2120.64871875,2850.87413281,112.680900938,504.684454346,23.3669777003,369.737722417,-134.721941138,31.8059092408,2.99172699304,106.589202713,-54.1345621189,396.596521636,36.2621325024,580.042180503,366.969883011,3526.14849219,162.214101696,356.459995286,-29.2661003541,381.63191034,-3.07454354041,170.19428071,-78.9324795337,-66.3594780124,195.135892329,-0.505589263901,317.201903807,-363.576913662,-3.00392817278,-128.173215228,133.809346214,-105.448731509,197.468238234,-43.8756706236,-36.3092230503,122.23758836,-88.8578047233,156.36979799,-97.7243740688,80.0158756722,-76.2912694383,-42.2817124007,23.8638065007,9.06084735826
1,2039.05210937,5.9933197683,2000.31790625,1973.74886719,17.9043803729,0.316696452879,-5.0044126315,18.5407963608,4.44841082319,1968.69839062,1966.57964844,2.60517248784,24.767930992,-16.0545495571,5.48864017537,-3.14426515762,6.73092735303,-2.28810796358,24.9189780651,2.4832938762,1971.08085938,1999.70320313,3.87554219906,26.8218866599,0.532282808022,15.8293531706,-6.30962508422,0.784724993999,0.152326097012,5.10108371742,-2.84735766674,16.4504967595,-1.8117333547,26.240630835,19.4513699381,2037.24071875,7.51849147594,20.0984415089,-1.64020696857,16.6755390168,-2.2281626661,6.42057663998,-3.61905574294,-1.46417220924,8.40836295062,-0.508364375699,16.008124128,-20.4182528207,-0.293343791753,-5.73390397818,5.48864017537,-2.68510008404,9.20837833846,0.0967803908162,-0.164239879593,6.02075924634,-2.82507020107,7.18872375113,-4.73527048026,4.43919140699,-1.80757395932,-2.72148636996,1.48284349333,0.124642120412
2,2086.81507812,-26.6295484478,2245.8748125,2366.42649219,-73.1212658212,0.00300909520021,21.0946608553,-78.6102637418,-16.385781227,2383.85223438,2399.97099219,-11.4038247283,-101.998239985,65.2504601968,-24.9618305992,15.5957748973,-25.1638532163,6.69395535463,-104.718678677,-12.0887528575,2374.33235938,2252.61654687,-15.3669968221,-107.143094611,-0.296685090081,-71.2596415731,26.6830823899,-4.59815938618,-0.442095920376,-22.2571989358,11.6974479905,-71.3606528816,2.19076233833,-114.673656419,-80.4388595041,2099.56296875,-35.9280062552,-85.1087876045,2.84118483145,-75.5066353863,7.81712821306,-33.5371839427,13.5227623347,11.5305529654,-40.368859198,1.83418104158,-64.8311073302,83.0067279001,0.869239230488,28.561941396,-24.9618305992,14.1094397912,-44.0708800682,9.3179722294,11.6569994956,-25.1439173729,15.3977236285,-35.2182376836,21.763215908,-15.7501640667,15.9604088871,6.7720458428,-4.39397653306,-3.08432308123
ukbench00474.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3380.29614062,2566.45748437,185.857786615,0.0,0.0,46.3396009557,48.33641458,2442.84696094,2440.65009375,110.029888499,143.992556476,-43.6519566065,0.0,0.0,24.6191379268,6.32478266261,156.174208473,97.5043539403,2593.97249219,3506.47285156,133.639904597,97.587313936,76.4794091326,77.3626415316,-37.5164920347,0.0,0.0,14.7808255894,0.225631403004,73.5987176596,42.7615321754,144.53409564,138.649428833,3760.0028125,0.0,11.4580390609,12.6191180537,101.704858765,-10.3435400724,30.3059872925,-6.00680272351,-2.43863061544,30.9065263819,28.7864384317,69.3356040215,-28.8222551911,0.0,0.0,21.8584438977,-11.7021717016,41.1823948371,-10.3869317593,7.41180471488,38.5544709807,-29.8395689059,0.0,0.0,16.2840716095,0.452633344473,-4.87609508823,0.0,0.0
1,2048.0,0.0,1922.14659375,1436.14492187,54.4008077474,0.0,0.0,25.7505228294,44.3228879042,1430.16148437,1409.61753125,45.0231424766,80.321055192,-15.1267486398,0.0,0.0,5.41923322538,14.4627618827,73.5118530669,43.5096245165,1451.989375,1902.85385937,53.8495994361,73.6488244875,18.6367502072,39.4727666035,-12.6967863538,0.0,0.0,4.62870820662,-7.07067738386,44.4496271974,32.3495227514,90.4637262709,77.2511628925,2048.0,0.0,12.3345712698,13.3590356145,43.6497126512,8.08675812893,18.0099639688,-0.979584602504,-2.39230626757,14.5359550716,14.6017086844,39.8997154682,-20.9682026494,0.0,0.0,11.2191440155,-8.26432138741,22.5554186436,-0.119423458423,5.68685119963,16.5063632349,-13.6252626013,0.0,0.0,7.03436727038,-2.67531562432,-1.07768576568,0.0,0.0
2,2048.0,0.0,2189.67878125,2655.59623437,-65.3041101539,0.0,0.0,-23.8670239301,-39.6624142045,2685.62701562,2699.76078125,-56.6919643097,-76.7023831699,18.5180579681,0.0,0.0,-9.10005547776,-8.58604987707,-75.6495711869,-52.7327818166,2645.54759375,2185.34420312,-63.9998301621,-67.125555022,-25.289082947,-36.9459868121,14.2775169778,0.0,0.0,-5.30971615104,4.45839950661,-39.5164967385,-30.7864243475,-80.6528730676,-75.6235711844,2048.0,0.0,-7.00281520601,-9.57504177678,-45.8440196728,-1.36068364435,-18.5060450637,2.03731121049,1.96258798387,-13.4705502674,-14.0743688095,-39.9506934477,17.3166583744,0.0,0.0,-10.6303008435,8.10802838707,-20.2209486739,2.76875118322,-3.77309015869,-19.214663055,14.4031143327,0.0,0.0,-8.60549368666,1.06710021677,1.93685880644,0.0,0.0
ukbench00475.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3541.02325,2541.77957812,144.875563452,0.0,0.0,-23.3648409949,193.399725724,2479.2829375,2540.92246875,223.95168102,156.231228057,-25.4388013947,0.0,0.0,25.994029723,9.50497023915,208.959093779,264.21352453,2498.66145312,3406.30121875,135.664622174,237.667684522,74.318878979,22.0527822528,-25.0336192277,0.0,0.0,17.8655580171,-43.734829824,66.3903219769,113.842096731,142.085277674,167.229993351,3760.0028125,0.0,34.3781694133,16.2831639704,35.6765091691,-19.8556140312,44.0502856171,-6.01579942832,-3.99113428521,24.7456120378,-49.4089154039,36.2643579722,-17.2286887044,0.0,0.0,3.4323515586,6.78956423821,-37.7092156623,-28.3946742503,-54.2171833371,66.0783801896,-45.2753848346,0.0,0.0,27.042142999,-4.50317222198,4.64076415856,0.0,0.0
1,2048.0,0.0,2041.54364062,2019.48474219,3.75877140534,0.0,0.0,0.0880782547039,2.71479842849,2013.91771875,2013.03928906,-1.80281750092,4.14024889864,-0.633840729717,0.0,0.0,0.419236981439,0.49262526854,0.685961055174,0.0865471363583,2018.59540625,2038.00810938,1.36620137948,2.03938135769,1.3671147181,2.69419284603,-1.42266789303,0.0,0.0,1.30815874397,0.571992692919,3.74228529963,1.97533426102,3.86636914191,4.21421679563,2048.0,0.0,1.69548321039,1.73632622676,3.94419190701,3.64954300456,0.76414180316,-0.0993715522052,0.745869174045,3.76648604727,4.11327165494,2.90381133675,-0.678104659608,0.0,0.0,0.823050196214,0.41313305079,4.31528625223,1.96092218779,0.594063367268,0.650697093464,-1.20013809021,0.0,0.0,-0.248513301736,-0.361558160436,0.204947328324,0.0,0.0
